,element,event,value
6390,498,32,54
6392,498,33,54
6393,498,34,54
6394,498,35,54
6395,498,36,54
6396,498,37,54
6397,498,38,54
6398,499,1,60
6399,499,2,60
6400,499,3,60
6401,499,4,60
6402,499,5,60
6403,499,6,59
6404,499,7,59
6405,499,8,59
6406,499,9,59
6407,499,10,59
6408,499,11,59
6409,499,12,59
6410,499,13,59
6411,499,14,58
6412,499,15,58
6413,499,16,58
6414,499,17,58
6415,499,18,58
6416,499,19,58
6417,499,20,58
6418,499,21,58
6419,499,22,58
6420,499,23,57
6421,499,24,57
6422,499,25,57
6423,499,26,57
6424,499,28,57
6425,499,29,57
6426,499,30,57
6427,499,31,57
6428,499,32,57
6430,499,33,57
6431,499,34,57
6432,499,35,57
6433,499,36,57
6434,499,37,57
6435,499,38,57
6436,579,24,95
6437,579,25,95
6438,579,26,95
6439,579,28,95
6440,579,29,95
6441,579,30,96
6442,579,31,96
6443,579,32,96
6445,579,33,95
6446,579,34,93
6447,579,35,91
6448,579,36,90
6449,579,37,90
6450,579,38,90
6451,624,38,40
6452,135,1,45
6453,135,2,45
6454,135,3,45
6455,135,4,45
6456,135,5,45
6457,135,6,46
6458,135,7,46
6459,135,8,46
6460,135,9,46
6461,135,10,46
6462,135,11,46
6463,135,12,46
6464,135,13,45
6465,135,14,45
6466,135,15,45
6467,135,16,45
6468,135,17,45
6469,135,18,45
6470,135,19,45
6471,135,20,45
6472,135,21,45
6473,135,22,45
6474,135,23,45
6475,135,24,45
6476,135,25,45
6477,135,26,45
6478,135,27,45
6479,135,28,45
6480,135,29,45
6481,135,30,45
6482,135,32,45
6484,135,33,45
6485,135,34,44
6486,135,35,44
6487,135,36,44
6488,135,37,44
6489,135,38,44
6490,136,1,40
6491,136,2,40
6492,136,3,40
6493,136,4,40
6494,136,5,40
6495,136,6,40
6496,136,7,40
6497,136,8,40
6498,136,9,40
6499,136,10,40
6500,136,11,40
6501,136,12,40
6502,136,13,40
6503,136,14,40
6504,136,15,40
6505,136,16,40
6506,136,17,40
6507,136,18,40
6508,136,19,39
6509,136,20,39
6510,136,21,39
6511,136,22,39
6512,136,23,39
6513,136,24,39
6514,136,25,39
6515,136,26,39
6516,136,27,39
6517,136,28,39
6518,136,29,39
6519,136,30,39
6520,136,32,39
6522,136,33,39
6523,136,34,39
6524,136,35,39
6525,136,36,39
6526,136,37,39
6527,136,38,39
6528,137,1,45
6529,137,2,45
6530,137,3,44
6531,137,4,44
6532,137,5,44
6533,137,6,43
6534,137,7,43
6535,137,8,43
6536,137,9,43
6537,137,10,43
6538,137,11,43
6539,137,12,43
6540,137,13,43
6541,137,14,42
6542,137,15,42
6543,137,16,42
6544,137,17,42
6545,137,18,42
6546,137,19,42
6547,137,20,42
6548,137,21,42
6549,137,22,42
6550,137,23,42
6551,137,24,42
6552,137,25,42
6553,137,26,42
6554,137,27,42
6555,137,28,42
6556,137,29,42
6557,137,30,42
6558,137,32,42
6560,137,33,42
6561,137,34,42
6562,137,35,42
6563,137,36,42
6564,137,37,43
6565,137,38,43
6566,138,1,45
6567,138,2,45
6568,138,3,45
6569,138,4,45
6570,138,5,44
6571,138,6,44
6572,138,7,44
6573,138,8,44
6574,138,9,44
6575,138,10,44
6576,138,11,43
6577,138,12,43
6578,138,13,43
6579,138,14,43
6580,138,15,43
6581,138,16,43
6582,138,17,43
6583,138,18,43
6584,138,19,43
6585,138,20,43
6586,138,21,43
6587,138,22,43
6588,138,23,43
6589,138,24,43
6590,138,25,43
6591,138,26,43
6592,138,27,43
6593,138,28,43
6594,138,29,43
6595,138,30,43
6596,138,32,43
6598,138,33,43
6599,138,34,43
6600,138,35,43
6601,138,36,43
6602,138,37,43
6603,138,38,43
6604,139,1,45
6605,139,2,45
6606,139,3,45
6607,139,4,45
6608,139,5,45
6609,139,6,44
6610,139,7,44
6611,139,8,44
6612,139,9,44
6613,139,10,44
6614,139,11,44
6615,139,12,44
6616,139,13,44
6617,139,14,44
6618,139,15,44
6619,139,16,44
6620,139,17,44
6621,139,18,44
6622,139,19,44
6623,139,20,44
6624,139,21,44
6625,139,22,44
6626,139,23,44
6627,139,24,44
6628,139,25,44
6629,139,26,44
6630,139,27,44
6631,139,28,44
6632,139,29,44
6633,139,30,44
6634,139,32,44
6636,139,33,44
6637,139,34,44
6638,139,35,44
6639,139,36,44
6640,139,37,44
6641,139,38,44
6642,140,1,40
6643,140,2,40
6644,140,3,40
6645,140,4,40
6646,140,5,40
6647,140,6,39
6648,140,7,39
6649,140,8,39
6650,140,9,39
6651,140,10,39
6652,140,11,39
6653,140,12,39
6654,140,13,39
6655,140,14,39
6656,140,15,39
6657,140,16,39
6658,140,17,39
6659,140,18,39
6660,140,19,39
6661,140,20,39
6662,140,21,39
6663,140,22,39
6664,140,23,39
6665,140,24,39
6666,140,25,39
6667,140,26,39
6668,140,27,39
6669,140,28,39
6670,140,29,39
6671,140,30,39
6672,140,32,39
6674,140,33,39
6675,140,34,39
6676,140,35,39
6677,140,36,39
6678,140,37,39
6679,140,38,39
6680,141,1,45
6681,141,2,45
6682,141,3,45
6683,141,4,45
6684,141,5,45
6685,141,6,45
6686,141,7,45
6687,141,8,45
6688,141,9,45
6689,141,10,45
6690,141,11,45
6691,141,12,45
6692,141,13,44
6693,141,14,44
6694,141,15,44
6695,141,16,44
6696,141,17,44
6697,141,18,44
6698,141,19,44
6699,141,20,44
6700,141,21,44
6701,141,22,44
6702,141,23,44
6703,141,24,44
6704,141,25,44
6705,141,26,44
6706,141,27,44
6707,141,28,44
6708,141,29,44
6709,141,30,45
6710,141,32,45
6712,141,33,45
6713,141,34,45
6714,141,35,45
6715,141,36,44
6716,141,37,44
6717,141,38,43
6718,142,1,55
6719,142,2,55
6720,142,3,55
6721,142,4,55
6722,142,5,55
6723,142,6,55
6724,142,7,55
6725,142,8,55
6726,142,9,55
6727,142,10,55
6728,142,11,54
6729,142,12,54
6730,142,13,54
6731,142,14,54
6732,142,15,54
6733,142,16,54
6734,142,17,54
6735,142,18,54
6736,142,19,54
6737,142,20,54
6738,142,21,54
6739,142,22,54
6740,142,23,54
6741,142,24,54
6742,142,25,54
6743,142,26,54
6744,142,27,54
6745,142,28,54
6746,142,29,54
6747,142,30,54
6748,142,32,54
6750,142,33,55
6751,142,34,55
6752,142,35,55
6753,142,36,55
6754,142,37,55
6755,142,38,55
6756,143,1,50
6757,143,2,50
6758,143,3,50
6759,143,4,50
6760,143,5,50
6761,143,6,50
6762,143,7,50
6763,143,8,50
6764,143,9,50
6765,143,10,50
6766,143,11,50
6767,143,12,50
6768,143,13,50
6769,143,14,49
6770,143,15,49
6771,143,16,49
6772,143,17,49
6773,143,18,49
6774,143,19,49
6775,143,20,49
6776,143,21,49
6777,143,22,49
6778,143,23,49
6779,143,24,49
6780,143,25,49
6781,143,26,49
6782,143,27,49
6783,143,28,49
6784,143,29,49
6785,143,30,49
6786,143,32,49
6788,143,33,49
6789,143,34,49
6790,143,35,49
6791,143,36,49
6792,143,37,49
6793,143,38,49
6794,144,1,45
6795,144,2,45
6796,144,3,45
6797,144,4,44
6798,144,5,44
6799,144,6,44
6800,144,7,44
6801,144,8,44
6802,144,9,44
6803,144,10,44
6804,144,11,44
6805,144,12,44
6806,144,13,44
6807,144,14,44
6808,144,15,44
6809,144,16,44
6810,144,17,44
6811,144,18,44
6812,144,19,44
6813,144,20,44
6814,144,21,44
6815,144,22,44
6816,144,23,44
6817,144,24,44
6818,144,25,43
6819,144,26,43
6820,144,27,43
6821,144,28,43
6822,144,29,43
6823,144,30,43
6824,144,32,43
6826,144,33,43
6827,144,34,43
6828,144,35,43
6829,144,36,43
6830,144,37,43
6831,144,38,43
6832,145,1,40
6833,145,2,41
6834,145,3,41
6835,145,4,41
6836,145,5,41
6837,145,6,42
6838,145,7,43
6839,145,8,43
6840,145,9,43
6841,145,10,43
6842,145,11,43
6843,145,12,42
6844,145,13,42
6845,145,14,42
6846,145,15,42
6847,145,16,43
6848,145,17,43
6849,145,18,43
6850,145,19,44
6851,145,20,44
6852,145,21,44
6853,145,22,45
6854,145,23,45
6855,145,24,45
6856,145,25,46
6857,145,26,46
6858,145,27,46
6859,145,28,45
6860,145,29,45
6861,145,30,45
6862,145,32,45
6864,145,33,45
6865,145,34,45
6866,145,35,45
6867,145,36,45
6868,145,37,46
6869,145,38,46
6870,147,1,50
6871,147,2,50
6872,147,3,50
6873,147,4,49
6874,147,5,49
6875,147,6,49
6876,147,7,49
6877,147,8,49
6878,147,9,48
6879,147,10,48
6880,147,11,48
6881,147,12,47
6882,147,13,47
6883,147,14,47
6884,147,15,47
6885,147,16,47
6886,147,17,47
6887,147,18,48
6888,147,19,48
6889,147,20,48
6890,147,21,48
6891,147,22,48
6892,147,23,48
6893,147,24,48
6894,147,25,48
6895,147,26,48
6896,147,27,48
6897,147,28,48
6898,147,29,48
6899,147,30,48
6900,147,32,48
6902,147,33,48
6903,147,34,48
6904,147,35,48
6905,147,36,48
6906,147,37,48
6907,147,38,49
6908,148,1,50
6909,148,2,50
6910,148,3,50
6911,148,4,50
6912,148,5,50
6913,148,6,50
6914,148,7,50
6915,148,8,50
6916,148,9,50
6917,148,10,50
6918,148,11,50
6919,148,12,50
6920,148,13,50
6921,148,14,50
6922,148,15,50
6923,148,16,50
6924,148,17,50
6925,148,18,50
6926,148,19,50
6927,148,20,50
6928,148,21,50
6929,148,22,50
6930,148,23,50
6931,148,24,49
6932,148,25,49
6933,148,26,49
6934,148,27,49
6935,148,28,49
6936,148,29,49
6937,148,30,49
6938,148,32,49
6940,148,33,49
6941,148,34,49
6942,148,35,49
6943,148,36,49
6944,148,37,49
6945,148,38,49
6946,149,1,60
6947,149,2,60
6948,149,3,60
6949,149,4,59
6950,149,5,59
6951,149,6,59
6952,149,7,58
6953,149,8,58
6954,149,9,58
6955,149,10,57
6956,149,11,57
6957,149,12,57
6958,149,13,57
6959,149,14,57
6960,149,15,57
6961,149,16,57
6962,149,17,57
6963,149,18,57
6964,149,19,58
6965,149,20,58
6966,149,21,58
6967,149,22,58
6968,149,23,58
6969,149,24,58
6970,149,25,58
6971,149,26,59
6972,149,27,59
6973,149,28,59
6974,149,29,59
6975,149,30,59
6976,149,32,58
6978,149,33,58
6979,149,34,58
6980,149,35,57
6981,149,36,57
6982,149,37,57
6983,149,38,56
6984,150,1,65
6985,150,2,65
6986,150,3,64
6987,150,4,64
6988,150,5,63
6989,150,6,63
6990,150,7,62
6991,150,8,62
6992,150,9,61
6993,150,10,61
6994,150,11,61
6995,150,12,60
6996,150,13,60
6997,150,14,60
6998,150,15,60
6999,150,16,60
7000,150,17,60
7001,150,18,60
7002,150,19,60
7003,150,20,61
7004,150,21,61
7005,150,22,61
7006,150,23,61
7007,150,24,61
7008,150,25,61
7009,150,26,62
7010,150,27,62
7011,150,28,62
7012,150,29,63
7013,150,30,63
7014,150,32,63
7016,150,33,64
7017,150,34,64
7018,150,35,64
7019,150,36,64
7020,150,37,64
7021,150,38,65
7022,151,1,70
7023,151,2,70
7024,151,3,70
7025,151,4,71
7026,151,5,70
7027,151,6,70
7028,151,7,70
7029,151,8,70
7030,151,9,69
7031,151,10,69
7032,151,11,68
7033,151,12,68
7034,151,13,67
7035,151,14,67
7036,151,15,67
7037,151,16,67
7038,151,17,67
7039,151,18,67
7040,151,19,67
7041,151,20,67
7042,151,21,67
7043,151,22,67
7044,151,23,67
7045,151,24,67
7046,151,25,67
7047,151,26,67
7048,151,27,67
7049,151,28,67
7050,151,29,68
7051,151,30,69
7052,151,32,69
7054,151,33,69
7055,151,34,69
7056,151,35,68
7057,151,36,68
7058,151,37,69
7059,151,38,70
7060,152,1,65
7061,152,2,65
7062,152,3,65
7063,152,4,65
7064,152,5,65
7065,152,6,64
7066,152,7,64
7067,152,8,64
7068,152,9,64
7069,152,10,63
7070,152,11,63
7071,152,12,63
7072,152,13,63
7073,152,14,63
7074,152,15,63
7075,152,16,63
7076,152,17,63
7077,152,18,63
7078,152,19,63
7079,152,20,63
7080,152,21,63
7081,152,22,63
7082,152,23,63
7083,152,24,63
7084,152,25,63
7085,152,26,63
7086,152,27,63
7087,152,28,63
7088,152,29,63
7089,152,30,63
7090,152,32,63
7092,152,33,63
7093,152,34,63
7094,152,35,63
7095,152,36,63
7096,152,37,63
7097,152,38,63
7098,153,1,50
7099,153,2,50
7100,153,3,50
7101,153,4,50
7102,153,5,50
7103,153,6,49
7104,153,7,49
7105,153,8,49
7106,153,9,49
7107,153,10,48
7108,153,11,48
7109,153,12,48
7110,153,13,48
7111,153,14,48
7112,153,15,48
7113,153,16,48
7114,153,17,48
7115,153,18,48
7116,153,19,48
7117,153,20,48
7118,153,21,48
7119,153,22,48
7120,153,23,48
7121,153,24,48
7122,153,25,48
7123,153,26,48
7124,153,27,48
7125,153,28,48
7126,153,29,48
7127,153,30,48
7128,153,32,48
7130,153,33,48
7131,153,34,48
7132,153,35,48
7133,153,36,48
7134,153,37,48
7135,153,38,48
7136,412,1,50
7137,412,2,50
7138,412,3,49
7139,412,4,49
7140,412,5,48
7141,412,6,48
7142,412,7,48
7143,412,8,48
7144,412,9,48
7145,412,10,47
7146,412,11,47
7147,412,12,47
7148,412,13,47
7149,412,14,47
7150,412,15,47
7151,412,16,47
7152,412,17,47
7153,412,18,47
7154,412,19,47
7155,412,20,47
7156,412,21,47
7157,412,22,47
7158,412,23,47
7159,412,24,47
7160,412,25,47
7161,412,26,47
7162,412,27,47
7163,412,28,47
7164,412,29,47
7165,412,30,47
7166,412,32,47
7168,412,33,47
7169,412,34,47
7170,412,35,47
7171,412,36,47
7172,412,37,47
7173,412,38,47
7174,441,1,45
7175,441,2,45
7176,441,3,45
7177,441,4,44
7178,441,5,44
7179,441,6,44
7180,441,7,43
7181,441,8,43
7182,441,9,43
7183,441,10,43
7184,441,11,43
7185,441,12,43
7186,441,13,43
7187,441,14,43
7188,441,15,43
7189,441,16,43
7190,441,17,43
7191,441,18,43
7192,441,19,43
7193,441,20,43
7194,441,21,43
7195,441,22,43
7196,441,23,43
7197,441,24,43
7198,441,25,43
7199,441,26,43
7200,441,27,43
7201,441,28,43
7202,441,29,43
7203,441,30,43
7204,441,32,43
7206,441,33,43
7207,441,34,43
7208,441,35,43
7209,441,36,43
7210,441,37,43
7211,441,38,43
7212,442,1,40
7213,442,2,40
7214,442,3,40
7215,442,4,40
7216,442,5,40
7217,442,6,40
7218,442,7,40
7219,442,8,40
7220,442,9,40
7221,442,10,40
7222,442,11,40
7223,442,12,40
7224,442,13,40
7225,442,14,40
7226,442,15,40
7227,442,16,40
7228,442,17,40
7229,442,18,40
7230,442,19,40
7231,442,20,40
7232,442,21,40
7233,442,22,40
7234,442,23,40
7235,442,24,40
7236,442,25,40
7237,442,26,40
7238,442,27,40
7239,442,28,40
7240,442,29,40
7241,442,30,40
7242,442,32,40
7244,442,33,40
7245,442,34,40
7246,442,35,40
7247,442,36,40
7248,442,37,40
7249,442,38,40
7250,443,1,45
7251,443,2,45
7252,443,3,45
7253,443,4,44
7254,443,5,44
7255,443,6,43
7256,443,7,43
7257,443,8,43
7258,443,9,43
7259,443,10,43
7260,443,11,43
7261,443,12,43
7262,443,13,43
7263,443,14,43
7264,443,15,42
7265,443,16,42
7266,443,17,42
7267,443,18,42
7268,443,19,42
7269,443,20,42
7270,443,21,42
7271,443,22,42
7272,443,23,42
7273,443,24,42
7274,443,25,42
7275,443,26,42
7276,443,27,42
7277,443,28,42
7278,443,29,42
7279,443,30,42
7280,443,32,42
7282,443,33,42
7283,443,34,42
7284,443,35,42
7285,443,36,42
7286,443,37,42
7287,443,38,42
7288,444,1,50
7289,444,2,50
7290,444,3,50
7291,444,4,50
7292,444,5,50
7293,444,6,50
7294,444,7,50
7295,444,8,49
7296,444,9,49
7297,444,10,49
7298,444,11,49
7299,444,12,49
7300,444,13,49
7301,444,14,49
7302,444,15,49
7303,444,16,49
7304,444,17,49
7305,444,18,49
7306,444,19,49
7307,444,20,49
7308,444,21,49
7309,444,22,49
7310,444,23,49
7311,444,24,49
7312,444,25,49
7313,444,26,49
7314,444,27,49
7315,444,28,49
7316,444,29,49
7317,444,30,49
7318,444,32,49
7320,444,33,49
7321,444,34,49
7322,444,35,49
7323,444,36,49
7324,444,37,49
7325,444,38,49
7326,477,1,45
7327,477,2,45
7328,477,3,45
7329,477,4,44
7330,477,5,44
7331,477,6,44
7332,477,7,44
7333,477,8,44
7334,477,9,44
7335,477,10,44
7336,477,11,44
7337,477,12,43
7338,477,13,43
7339,477,14,43
7340,477,15,43
7341,477,16,43
7342,477,17,43
7343,477,18,43
7344,477,19,43
7345,477,20,43
7346,477,21,43
7347,477,22,43
7348,477,23,43
7349,477,24,43
7350,477,25,43
7351,477,26,43
7352,477,27,43
7353,477,28,43
7354,477,29,43
7355,477,30,43
7356,477,32,43
7358,477,33,43
7359,477,34,43
7360,477,35,43
7361,477,36,43
7362,477,37,43
7363,477,38,43
7364,486,1,60
7365,486,2,60
7366,486,3,59
7367,486,4,59
7368,486,5,59
7369,486,6,58
7370,486,7,58
7371,486,8,57
7372,486,9,57
7373,486,10,56
7374,486,11,56
7375,486,12,56
7376,486,13,56
7377,486,14,56
7378,486,15,56
7379,486,16,56
7380,486,17,56
7381,486,18,56
7382,486,19,56
7383,486,20,56
7384,486,21,56
7385,486,22,56
7386,486,23,56
7387,486,24,56
7388,486,25,56
7389,486,26,56
7390,486,27,56
7391,486,28,56
7392,486,29,55
7393,486,30,55
7394,486,32,55
7396,486,33,55
7397,486,34,55
7398,486,35,55
7399,486,36,55
7400,486,37,55
7401,486,38,55
7402,505,1,60
7403,505,2,60
7404,505,3,60
7405,505,4,59
7406,505,5,59
7407,505,6,59
7408,505,7,59
7409,505,8,59
7410,505,9,58
7411,505,10,58
7412,505,11,58
7413,505,12,58
7414,505,13,57
7415,505,14,57
7416,505,15,57
7417,505,16,57
7418,505,17,57
7419,505,18,57
7420,505,19,57
7421,505,20,57
7422,505,21,57
7423,505,22,57
7424,505,23,57
7425,505,24,57
7426,505,25,57
7427,505,26,57
7428,505,27,57
7429,505,28,57
7430,505,29,57
7431,505,30,57
7432,505,32,57
7434,505,33,57
7435,505,34,57
7436,505,35,57
7437,505,36,57
7438,505,37,57
7439,505,38,57
7440,576,23,40
7441,576,24,40
7442,576,25,40
7443,576,26,40
7444,576,27,40
7445,576,28,40
7446,576,29,40
7447,576,30,40
7448,576,32,40
7450,576,33,40
7451,576,34,40
7452,576,35,40
7453,576,36,40
7454,576,37,40
7455,576,38,40
7456,584,25,40
7457,584,26,40
7458,584,27,40
7459,584,28,40
7460,584,29,40
7461,584,30,40
7462,584,32,40
7464,584,33,40
7465,584,34,40
7466,584,35,40
7467,584,36,40
7468,584,37,40
7469,584,38,40
7470,592,25,65
7471,592,26,65
7472,592,27,65
7473,592,28,65
7474,592,29,65
7475,592,30,65
7476,592,32,65
7478,592,33,65
7479,592,34,65
7480,592,35,64
7481,592,36,63
7482,592,37,62
7483,592,38,62
7484,609,33,40
7485,609,34,40
7486,609,35,40
7487,609,36,40
7488,609,37,40
7489,609,38,40
7490,618,38,45
7491,619,38,40
7492,154,1,50
7493,154,2,50
7494,154,3,50
7495,154,4,50
7496,154,5,50
7497,154,6,50
7498,154,7,49
7499,154,8,49
7500,154,9,49
7501,154,10,49
7502,154,11,49
7503,154,12,49
7504,154,13,49
7505,154,14,50
7506,154,15,50
7507,154,16,50
7508,154,17,50
7509,154,18,50
7510,154,19,50
7511,154,20,50
7512,154,21,50
7513,154,22,50
7514,154,23,50
7515,154,24,50
7516,154,25,50
7518,154,26,50
7519,154,28,49
7520,154,29,49
7521,154,30,49
7522,154,31,49
7523,154,32,49
7524,154,33,49
7525,154,34,49
7526,154,35,49
7527,154,36,49
7528,154,37,49
7529,154,38,49
7530,155,1,40
7531,155,2,40
7532,155,3,40
7533,155,4,40
7534,155,5,40
7535,155,6,40
7536,155,7,40
7537,155,8,40
7538,155,9,40
7539,155,10,40
7540,155,11,40
7541,155,12,40
7542,155,13,40
7543,155,14,40
7544,155,15,40
7545,155,16,40
7546,155,17,40
7547,155,18,40
7548,155,19,40
7549,155,20,40
7550,155,21,40
7551,155,22,40
7552,155,23,40
7553,155,24,40
7554,155,25,40
7556,155,26,40
7557,155,28,39
7558,155,29,39
7559,155,30,39
7560,155,31,39
7561,155,32,39
7562,155,33,39
7563,155,34,39
7564,155,35,39
7565,155,36,39
7566,155,37,39
7567,155,38,39
7568,156,1,55
7569,156,2,55
7570,156,3,55
7571,156,4,55
7572,156,5,54
7573,156,6,54
7574,156,7,53
7575,156,8,53
7576,156,9,52
7577,156,10,52
7578,156,11,52
7579,156,12,51
7580,156,13,51
7581,156,14,51
7582,156,15,51
7583,156,16,51
7584,156,17,51
7585,156,18,51
7586,156,19,51
7587,156,20,51
7588,156,21,50
7589,156,22,50
7590,156,23,50
7591,156,24,50
7592,156,25,50
7594,156,26,50
7595,156,28,50
7596,156,29,50
7597,156,30,50
7598,156,31,50
7599,156,32,50
7600,156,33,50
7601,156,34,50
7602,156,35,50
7603,156,36,50
7604,156,37,50
7605,156,38,50
7606,157,1,55
7607,157,2,55
7608,157,3,55
7609,157,4,54
7610,157,5,54
7611,157,6,53
7612,157,7,53
7613,157,8,53
7614,157,9,52
7615,157,10,52
7616,157,11,52
7617,157,12,52
7618,157,13,52
7619,157,14,52
7620,157,15,52
7621,157,16,52
7622,157,17,52
7623,157,18,52
7624,157,19,52
7625,157,20,52
7626,157,21,52
7627,157,22,52
7628,157,23,52
7629,157,24,52
7630,157,25,52
7632,157,26,52
7633,157,28,52
7634,157,29,52
7635,157,30,52
7636,157,31,52
7637,157,32,52
7638,157,33,52
7639,157,34,52
7640,157,35,52
7641,157,36,52
7642,157,37,52
7643,157,38,52
7644,158,1,45
7645,158,2,45
7646,158,3,44
7647,158,4,44
7648,158,5,44
7649,158,6,44
7650,158,7,43
7651,158,8,43
7652,158,9,43
7653,158,10,43
7654,158,11,43
7655,158,12,43
7656,158,13,43
7657,158,14,43
7658,158,15,43
7659,158,16,43
7660,158,17,43
7661,158,18,43
7662,158,19,43
7663,158,20,43
7664,158,21,43
7665,158,22,43
7666,158,23,43
7667,158,24,43
7668,158,25,43
7670,158,26,43
7671,158,28,43
7672,158,29,43
7673,158,30,43
7674,158,31,43
7675,158,32,43
7676,158,33,43
7677,158,34,43
7678,158,35,43
7679,158,36,43
7680,158,37,43
7681,158,38,43
7682,159,1,45
7683,159,2,45
7684,159,3,45
7685,159,4,45
7686,159,5,45
7687,159,6,45
7688,159,7,45
7689,159,8,45
7690,159,9,45
7691,159,10,45
7692,159,11,45
7693,159,12,45
7694,159,13,45
7695,159,14,45
7696,159,15,45
7697,159,16,45
7698,159,17,45
7699,159,18,45
7700,159,19,45
7701,159,20,45
7702,159,21,45
7703,159,22,45
7704,159,23,45
7705,159,24,45
7706,159,25,45
7708,159,26,45
7709,159,28,45
7710,159,29,45
7711,159,30,45
7712,159,31,45
7713,159,32,45
7714,159,33,45
7715,159,34,45
7716,159,35,45
7717,159,36,45
7718,159,37,45
7719,159,38,45
7720,160,1,45
7721,160,2,45
7722,160,3,45
7723,160,4,45
7724,160,5,45
7725,160,6,45
7726,160,7,45
7727,160,8,45
7728,160,9,45
7729,160,10,45
7730,160,11,45
7731,160,12,44
7732,160,13,44
7733,160,14,44
7734,160,15,44
7735,160,16,44
7736,160,17,44
7737,160,18,44
7738,160,19,43
7739,160,20,43
7740,160,21,43
7741,160,22,43
7742,160,23,43
7743,160,24,43
7744,160,25,43
7746,160,26,43
7747,160,28,43
7748,160,29,43
7749,160,30,43
7750,160,31,43
7751,160,32,43
7752,160,33,43
7753,160,34,43
7754,160,35,43
7755,160,36,43
7756,160,37,43
7757,160,38,43
7758,161,1,45
7759,161,2,45
7760,161,3,44
7761,161,4,44
7762,161,5,44
7763,161,6,43
7764,161,7,43
7765,161,8,43
7766,161,9,43
7767,161,10,43
7768,161,11,43
7769,161,12,43
7770,161,13,43
7771,161,14,43
7772,161,15,43
7773,161,16,43
7774,161,17,43
7775,161,18,42
7776,161,19,42
7777,161,20,42
7778,161,21,42
7779,161,22,42
7780,161,23,42
7781,161,24,42
7782,161,25,42
7784,161,26,42
7785,161,28,42
7786,161,29,42
7787,161,30,42
7788,161,31,42
7789,161,32,42
7790,161,33,42
7791,161,34,42
7792,161,35,42
7793,161,36,42
7794,161,37,41
7795,161,38,41
7796,162,1,50
7797,162,2,50
7798,162,3,50
7799,162,4,50
7800,162,5,49
7801,162,6,49
7802,162,7,49
7803,162,8,49
7804,162,9,49
7805,162,10,49
7806,162,11,49
7807,162,12,49
7808,162,13,50
7809,162,14,50
7810,162,15,50
7811,162,16,51
7812,162,17,51
7813,162,18,51
7814,162,19,50
7815,162,20,50
7816,162,21,50
7817,162,22,49
7818,162,23,49
7819,162,24,49
7820,162,25,49
7822,162,26,49
7823,162,28,49
7824,162,29,49
7825,162,30,48
7826,162,31,48
7827,162,32,48
7828,162,33,48
7829,162,34,48
7830,162,35,48
7831,162,36,48
7832,162,37,48
7833,162,38,48
7834,163,1,45
7835,163,2,45
7836,163,3,45
7837,163,4,45
7838,163,5,45
7839,163,6,45
7840,163,7,45
7841,163,8,45
7842,163,9,45
7843,163,10,45
7844,163,11,45
7845,163,12,45
7846,163,13,45
7847,163,14,45
7848,163,15,45
7849,163,16,45
7850,163,17,45
7851,163,18,45
7852,163,19,45
7853,163,20,45
7854,163,21,45
7855,163,22,45
7856,163,23,45
7857,163,24,45
7858,163,25,45
7860,163,26,45
7861,163,28,45
7862,163,29,45
7863,163,30,45
7864,163,31,45
7865,163,32,45
7866,163,33,45
7867,163,34,45
7868,163,35,45
7869,163,36,45
7870,163,37,45
7871,163,38,45
7872,164,1,65
7873,164,2,65
7874,164,3,65
7875,164,4,68
7876,164,5,67
7877,164,6,66
7878,164,7,66
7879,164,8,66
7880,164,9,65
7881,164,10,65
7882,164,11,64
7883,164,12,63
7884,164,13,63
7885,164,14,63
7886,164,15,63
7887,164,16,63
7888,164,17,62
7889,164,18,62
7890,164,19,61
7891,164,20,61
7892,164,21,61
7893,164,22,61
7894,164,23,61
7895,164,24,60
7896,164,25,60
7898,164,26,60
7899,164,28,60
7900,164,29,60
7901,164,30,60
7902,164,31,60
7903,164,32,59
7904,164,33,59
7905,164,34,59
7906,164,35,59
7907,164,36,59
7908,164,37,59
7909,164,38,59
7910,165,1,60
7911,165,2,59
7912,165,3,58
7913,165,4,58
7914,165,5,58
7915,165,6,58
7916,165,7,58
7917,165,8,58
7918,165,9,58
7919,165,10,58
7920,165,11,58
7921,165,12,58
7922,165,13,58
7923,165,14,58
7924,165,15,58
